,瘤开,螟沥老矫,固技刚瘤,檬固技刚瘤
385023,堡林 悼备,2017012316,26.0,23.0
385024,堡林 悼备,2017012317,23.0,19.0
385025,堡林 悼备,2017012318,22.0,15.0
385026,堡林 悼备,2017012319,21.0,18.0
385027,堡林 悼备,2017012320,24.0,17.0
385028,堡林 悼备,2017012321,21.0,17.0
385029,堡林 悼备,2017012322,24.0,16.0
385030,堡林 悼备,2017012323,19.0,18.0
385031,堡林 悼备,2017012324,21.0,17.0
385032,堡林 悼备,2017012401,18.0,17.0
385033,堡林 悼备,2017012402,22.0,17.0
385034,堡林 悼备,2017012403,19.0,17.0
385035,堡林 悼备,2017012404,19.0,17.0
385036,堡林 悼备,2017012405,18.0,15.0
385037,堡林 悼备,2017012406,20.0,17.0
385038,堡林 悼备,2017012407,21.0,14.0
385039,堡林 悼备,2017012408,29.0,16.0
385040,堡林 悼备,2017012409,23.0,14.0
385041,堡林 悼备,2017012410,31.0,23.0
385042,堡林 悼备,2017012411,28.0,17.0
385043,堡林 悼备,2017012412,25.0,16.0
385044,堡林 悼备,2017012413,26.0,19.0
385045,堡林 悼备,2017012414,,
385046,堡林 悼备,2017012415,,
385047,堡林 悼备,2017012416,31.0,18.0
385048,堡林 悼备,2017012417,31.0,18.0
385049,堡林 悼备,2017012418,33.0,18.0
385050,堡林 悼备,2017012419,32.0,20.0
385051,堡林 悼备,2017012420,33.0,24.0
385052,堡林 悼备,2017012421,35.0,26.0
385053,堡林 悼备,2017012422,27.0,17.0
385054,堡林 悼备,2017012423,25.0,20.0
385055,堡林 悼备,2017012424,27.0,15.0
385056,堡林 悼备,2017012501,26.0,15.0
385057,堡林 悼备,2017012502,22.0,17.0
385058,堡林 悼备,2017012503,22.0,16.0
385059,堡林 悼备,2017012504,27.0,18.0
385060,堡林 悼备,2017012505,25.0,16.0
385061,堡林 悼备,2017012506,30.0,24.0
385062,堡林 悼备,2017012507,24.0,18.0
385063,堡林 悼备,2017012508,24.0,14.0
385064,堡林 悼备,2017012509,37.0,31.0
385065,堡林 悼备,2017012510,51.0,39.0
385066,堡林 悼备,2017012511,27.0,21.0
385067,堡林 悼备,2017012512,30.0,19.0
385068,堡林 悼备,2017012513,34.0,19.0
385069,堡林 悼备,2017012514,35.0,21.0
385070,堡林 悼备,2017012515,33.0,20.0
385071,堡林 悼备,2017012516,34.0,22.0
385072,堡林 悼备,2017012517,39.0,25.0
385073,堡林 悼备,2017012518,43.0,25.0
385074,堡林 悼备,2017012519,50.0,30.0
385075,堡林 悼备,2017012520,51.0,36.0
385076,堡林 悼备,2017012521,54.0,41.0
385077,堡林 悼备,2017012522,54.0,43.0
385078,堡林 悼备,2017012523,48.0,36.0
385079,堡林 悼备,2017012524,42.0,38.0
385080,堡林 悼备,2017012601,44.0,37.0
385081,堡林 悼备,2017012602,45.0,32.0
385082,堡林 悼备,2017012603,41.0,36.0
385083,堡林 悼备,2017012604,51.0,47.0
385084,堡林 悼备,2017012605,45.0,39.0
385085,堡林 悼备,2017012606,50.0,38.0
385086,堡林 悼备,2017012607,46.0,40.0
385087,堡林 悼备,2017012608,49.0,48.0
385088,堡林 悼备,2017012609,57.0,48.0
385089,堡林 悼备,2017012610,59.0,52.0
385090,堡林 悼备,2017012611,85.0,66.0
385091,堡林 悼备,2017012612,86.0,69.0
385092,堡林 悼备,2017012613,91.0,73.0
385093,堡林 悼备,2017012614,84.0,67.0
385094,堡林 悼备,2017012615,65.0,39.0
385095,堡林 悼备,2017012616,62.0,37.0
385096,堡林 悼备,2017012617,47.0,30.0
385097,堡林 悼备,2017012618,36.0,22.0
385098,堡林 悼备,2017012619,37.0,27.0
385099,堡林 悼备,2017012620,46.0,28.0
385100,堡林 悼备,2017012621,45.0,32.0
385101,堡林 悼备,2017012622,45.0,30.0
385102,堡林 悼备,2017012623,49.0,34.0
385103,堡林 悼备,2017012624,38.0,28.0
385104,堡林 悼备,2017012701,34.0,29.0
385105,堡林 悼备,2017012702,33.0,26.0
385106,堡林 悼备,2017012703,34.0,27.0
385107,堡林 悼备,2017012704,27.0,23.0
385108,堡林 悼备,2017012705,30.0,23.0
385109,堡林 悼备,2017012706,40.0,27.0
385110,堡林 悼备,2017012707,43.0,40.0
385111,堡林 悼备,2017012708,55.0,44.0
385112,堡林 悼备,2017012709,61.0,40.0
385113,堡林 悼备,2017012710,77.0,17.0
385114,堡林 悼备,2017012711,119.0,17.0
385115,堡林 悼备,2017012712,158.0,21.0
385116,堡林 悼备,2017012713,143.0,16.0
385117,堡林 悼备,2017012714,80.0,5.0
385118,堡林 悼备,2017012715,67.0,5.0
385119,堡林 悼备,2017012716,53.0,6.0
385120,堡林 悼备,2017012717,38.0,4.0
385121,堡林 悼备,2017012718,31.0,3.0
385122,堡林 悼备,2017012719,39.0,3.0
385123,堡林 悼备,2017012720,47.0,5.0
385124,堡林 悼备,2017012721,38.0,7.0
385125,堡林 悼备,2017012722,36.0,5.0
385126,堡林 悼备,2017012723,45.0,8.0
385127,堡林 悼备,2017012724,42.0,7.0
385128,堡林 悼备,2017012801,40.0,6.0
385129,堡林 悼备,2017012802,45.0,6.0
385130,堡林 悼备,2017012803,43.0,9.0
385131,堡林 悼备,2017012804,44.0,7.0
385132,堡林 悼备,2017012805,41.0,6.0
385133,堡林 悼备,2017012806,31.0,6.0
385134,堡林 悼备,2017012807,32.0,8.0
385135,堡林 悼备,2017012808,30.0,7.0
385136,堡林 悼备,2017012809,37.0,9.0
385137,堡林 悼备,2017012810,37.0,9.0
385138,堡林 悼备,2017012811,42.0,17.0
385139,堡林 悼备,2017012812,38.0,13.0
385140,堡林 悼备,2017012813,41.0,12.0
385141,堡林 悼备,2017012814,34.0,13.0
385142,堡林 悼备,2017012815,41.0,12.0
385143,堡林 悼备,2017012816,32.0,13.0
385144,堡林 悼备,2017012817,36.0,16.0
385145,堡林 悼备,2017012818,38.0,10.0
385146,堡林 悼备,2017012819,33.0,14.0
385147,堡林 悼备,2017012820,49.0,19.0
385148,堡林 悼备,2017012821,37.0,17.0
385149,堡林 悼备,2017012822,34.0,12.0
385150,堡林 悼备,2017012823,34.0,13.0
385151,堡林 悼备,2017012824,37.0,12.0
385152,堡林 悼备,2017012901,40.0,17.0
385153,堡林 悼备,2017012902,41.0,21.0
385154,堡林 悼备,2017012903,33.0,17.0
385155,堡林 悼备,2017012904,31.0,17.0
385156,堡林 悼备,2017012905,28.0,16.0
385157,堡林 悼备,2017012906,25.0,15.0
385158,堡林 悼备,2017012907,20.0,9.0
385159,堡林 悼备,2017012908,25.0,14.0
385160,堡林 悼备,2017012909,28.0,14.0
385161,堡林 悼备,2017012910,22.0,17.0
385162,堡林 悼备,2017012911,26.0,12.0
385163,堡林 悼备,2017012912,30.0,17.0
385164,堡林 悼备,2017012913,32.0,24.0
385165,堡林 悼备,2017012914,29.0,21.0
385166,堡林 悼备,2017012915,34.0,25.0
385167,堡林 悼备,2017012916,33.0,21.0
385168,堡林 悼备,2017012917,28.0,22.0
385169,堡林 悼备,2017012918,28.0,26.0
385170,堡林 悼备,2017012919,31.0,26.0
385171,堡林 悼备,2017012920,33.0,25.0
385172,堡林 悼备,2017012921,44.0,35.0
385173,堡林 悼备,2017012922,48.0,32.0
385174,堡林 悼备,2017012923,53.0,27.0
385175,堡林 悼备,2017012924,27.0,23.0
385176,堡林 悼备,2017013001,18.0,16.0
385177,堡林 悼备,2017013002,16.0,11.0
385178,堡林 悼备,2017013003,12.0,9.0
385179,堡林 悼备,2017013004,11.0,6.0
385180,堡林 悼备,2017013005,15.0,7.0
385181,堡林 悼备,2017013006,25.0,17.0
385182,堡林 悼备,2017013007,81.0,52.0
385183,堡林 悼备,2017013008,73.0,43.0
385184,堡林 悼备,2017013009,52.0,31.0
385185,堡林 悼备,2017013010,58.0,27.0
385186,堡林 悼备,2017013011,56.0,32.0
385187,堡林 悼备,2017013012,50.0,25.0
385188,堡林 悼备,2017013013,32.0,11.0
385189,堡林 悼备,2017013014,27.0,11.0
385190,堡林 悼备,2017013015,25.0,9.0
385191,堡林 悼备,2017013016,25.0,7.0
385192,堡林 悼备,2017013017,21.0,6.0
385193,堡林 悼备,2017013018,23.0,7.0
385194,堡林 悼备,2017013019,23.0,10.0
385195,堡林 悼备,2017013020,23.0,8.0
385196,堡林 悼备,2017013021,22.0,6.0
385197,堡林 悼备,2017013022,21.0,6.0
385198,堡林 悼备,2017013023,21.0,9.0
385199,堡林 悼备,2017013024,23.0,8.0
385200,堡林 悼备,2017013101,19.0,9.0
385201,堡林 悼备,2017013102,23.0,11.0
385202,堡林 悼备,2017013103,21.0,11.0
385203,堡林 悼备,2017013104,17.0,10.0
385204,堡林 悼备,2017013105,20.0,12.0
385205,堡林 悼备,2017013106,15.0,10.0
385206,堡林 悼备,2017013107,18.0,10.0
385207,堡林 悼备,2017013108,17.0,9.0
385208,堡林 悼备,2017013109,25.0,15.0
385209,堡林 悼备,2017013110,34.0,24.0
385210,堡林 悼备,2017013111,28.0,17.0
385211,堡林 悼备,2017013112,30.0,18.0
385212,堡林 悼备,2017013113,30.0,18.0
385213,堡林 悼备,2017013114,28.0,15.0
385214,堡林 悼备,2017013115,23.0,12.0
385215,堡林 悼备,2017013116,,
385216,堡林 悼备,2017013117,24.0,4.0
385217,堡林 悼备,2017013118,24.0,4.0
385218,堡林 悼备,2017013119,30.0,13.0
385219,堡林 悼备,2017013120,28.0,13.0
385220,堡林 悼备,2017013121,30.0,10.0
385221,堡林 悼备,2017013122,27.0,14.0
385222,堡林 悼备,2017013123,33.0,13.0
385223,堡林 悼备,2017013124,36.0,17.0
385224,堡林 悼备,2017020101,32.0,16.0
385225,堡林 悼备,2017020102,38.0,26.0
385226,堡林 悼备,2017020103,35.0,21.0
385227,堡林 悼备,2017020104,35.0,21.0
385228,堡林 悼备,2017020105,29.0,16.0
385229,堡林 悼备,2017020106,27.0,14.0
385230,堡林 悼备,2017020107,20.0,13.0
385231,堡林 悼备,2017020108,23.0,11.0
385232,堡林 悼备,2017020109,31.0,17.0
385233,堡林 悼备,2017020110,34.0,8.0
385234,堡林 悼备,2017020111,32.0,13.0
385235,堡林 悼备,2017020112,30.0,13.0
385236,堡林 悼备,2017020113,36.0,16.0
385237,堡林 悼备,2017020114,46.0,25.0
385238,堡林 悼备,2017020115,46.0,20.0
385239,堡林 悼备,2017020116,50.0,16.0
385240,堡林 悼备,2017020117,39.0,9.0
385241,堡林 悼备,2017020118,27.0,6.0
385242,堡林 悼备,2017020119,27.0,3.0
385243,堡林 悼备,2017020120,27.0,3.0
385244,堡林 悼备,2017020121,16.0,1.0
385245,堡林 悼备,2017020122,22.0,4.0
385246,堡林 悼备,2017020123,15.0,3.0
385247,堡林 悼备,2017020124,19.0,4.0
385248,堡林 悼备,2017020201,22.0,5.0
385249,堡林 悼备,2017020202,22.0,5.0
385250,堡林 悼备,2017020203,18.0,3.0
385251,堡林 悼备,2017020204,23.0,4.0
385252,堡林 悼备,2017020205,17.0,2.0
385253,堡林 悼备,2017020206,15.0,1.0
385254,堡林 悼备,2017020207,22.0,3.0
385255,堡林 悼备,2017020208,21.0,4.0
385256,堡林 悼备,2017020209,32.0,7.0
385257,堡林 悼备,2017020210,33.0,6.0
385258,堡林 悼备,2017020211,26.0,5.0
385259,堡林 悼备,2017020212,20.0,4.0
385260,堡林 悼备,2017020213,13.0,6.0
385261,堡林 悼备,2017020214,8.0,3.0
385262,堡林 悼备,2017020215,6.0,2.0
385263,堡林 悼备,2017020216,7.0,4.0
385264,堡林 悼备,2017020217,11.0,5.0
385265,堡林 悼备,2017020218,12.0,4.0
385266,堡林 悼备,2017020219,12.0,5.0
385267,堡林 悼备,2017020220,17.0,2.0
385268,堡林 悼备,2017020221,19.0,1.0
385269,堡林 悼备,2017020222,25.0,5.0
385270,堡林 悼备,2017020223,16.0,6.0
385271,堡林 悼备,2017020224,23.0,7.0
385272,堡林 悼备,2017020301,21.0,5.0
385273,堡林 悼备,2017020302,22.0,3.0
385274,堡林 悼备,2017020303,19.0,4.0
385275,堡林 悼备,2017020304,25.0,7.0
385276,堡林 悼备,2017020305,23.0,8.0
385277,堡林 悼备,2017020306,24.0,9.0
385278,堡林 悼备,2017020307,25.0,12.0
385279,堡林 悼备,2017020308,30.0,11.0
385280,堡林 悼备,2017020309,38.0,21.0
385281,堡林 悼备,2017020310,54.0,30.0
385282,堡林 悼备,2017020311,67.0,36.0
385283,堡林 悼备,2017020312,48.0,20.0
385284,堡林 悼备,2017020313,24.0,10.0
385285,堡林 悼备,2017020314,36.0,17.0
385286,堡林 悼备,2017020315,46.0,25.0
385287,堡林 悼备,2017020316,49.0,20.0
385288,堡林 悼备,2017020317,48.0,22.0
385289,堡林 悼备,2017020318,53.0,29.0
385290,堡林 悼备,2017020319,63.0,33.0
385291,堡林 悼备,2017020320,77.0,40.0
385292,堡林 悼备,2017020321,79.0,42.0
385293,堡林 悼备,2017020322,64.0,40.0
385294,堡林 悼备,2017020323,75.0,41.0
385295,堡林 悼备,2017020324,78.0,41.0
385296,堡林 悼备,2017020401,72.0,36.0
385297,堡林 悼备,2017020402,62.0,40.0
385298,堡林 悼备,2017020403,60.0,44.0
385299,堡林 悼备,2017020404,59.0,36.0
385300,堡林 悼备,2017020405,58.0,36.0
385301,堡林 悼备,2017020406,59.0,39.0
385302,堡林 悼备,2017020407,69.0,47.0
385303,堡林 悼备,2017020408,59.0,40.0
385304,堡林 悼备,2017020409,80.0,52.0
385305,堡林 悼备,2017020410,84.0,49.0
385306,堡林 悼备,2017020411,91.0,51.0
385307,堡林 悼备,2017020412,99.0,56.0
385308,堡林 悼备,2017020413,97.0,53.0
385309,堡林 悼备,2017020414,90.0,51.0
385310,堡林 悼备,2017020415,90.0,47.0
385311,堡林 悼备,2017020416,88.0,51.0
385312,堡林 悼备,2017020417,50.0,27.0
385313,堡林 悼备,2017020418,43.0,19.0
385314,堡林 悼备,2017020419,57.0,34.0
385315,堡林 悼备,2017020420,22.0,6.0
385316,堡林 悼备,2017020421,27.0,7.0
385317,堡林 悼备,2017020422,20.0,8.0
385318,堡林 悼备,2017020423,10.0,6.0
385319,堡林 悼备,2017020424,11.0,5.0
385320,堡林 悼备,2017020501,13.0,5.0
385321,堡林 悼备,2017020502,11.0,5.0
385322,堡林 悼备,2017020503,13.0,5.0
385323,堡林 悼备,2017020504,15.0,8.0
385324,堡林 悼备,2017020505,16.0,8.0
385325,堡林 悼备,2017020506,17.0,13.0
385326,堡林 悼备,2017020507,17.0,13.0
385327,堡林 悼备,2017020508,22.0,16.0
385328,堡林 悼备,2017020509,26.0,14.0
385329,堡林 悼备,2017020510,33.0,20.0
385330,堡林 悼备,2017020511,41.0,27.0
385331,堡林 悼备,2017020512,37.0,30.0
385332,堡林 悼备,2017020513,34.0,23.0
385333,堡林 悼备,2017020514,28.0,16.0
385334,堡林 悼备,2017020515,16.0,9.0
385335,堡林 悼备,2017020516,22.0,12.0
385336,堡林 悼备,2017020517,44.0,34.0
385337,堡林 悼备,2017020518,48.0,35.0
385338,堡林 悼备,2017020519,51.0,38.0
385339,堡林 悼备,2017020520,42.0,31.0
385340,堡林 悼备,2017020521,47.0,29.0
385341,堡林 悼备,2017020522,53.0,43.0
385342,堡林 悼备,2017020523,59.0,43.0
385343,堡林 悼备,2017020524,68.0,44.0
385344,堡林 悼备,2017020601,75.0,54.0
385345,堡林 悼备,2017020602,76.0,57.0
385346,堡林 悼备,2017020603,65.0,45.0
385347,堡林 悼备,2017020604,38.0,13.0
385348,堡林 悼备,2017020605,32.0,15.0
385349,堡林 悼备,2017020606,35.0,14.0
385350,堡林 悼备,2017020607,34.0,14.0
385351,堡林 悼备,2017020608,35.0,14.0
385352,堡林 悼备,2017020609,33.0,13.0
385353,堡林 悼备,2017020610,36.0,15.0
385354,堡林 悼备,2017020611,32.0,7.0
385355,堡林 悼备,2017020612,28.0,6.0
385356,堡林 悼备,2017020613,35.0,3.0
385357,堡林 悼备,2017020614,30.0,1.0
385358,堡林 悼备,2017020615,30.0,2.0
385359,堡林 悼备,2017020616,25.0,2.0
385360,堡林 悼备,2017020617,26.0,1.0
385361,堡林 悼备,2017020618,25.0,1.0
385362,堡林 悼备,2017020619,23.0,2.0
385363,堡林 悼备,2017020620,31.0,7.0
385364,堡林 悼备,2017020621,28.0,8.0
385365,堡林 悼备,2017020622,31.0,7.0
385366,堡林 悼备,2017020623,31.0,6.0
385367,堡林 悼备,2017020624,31.0,7.0
385368,堡林 悼备,2017020701,32.0,7.0
385369,堡林 悼备,2017020702,28.0,11.0
385370,堡林 悼备,2017020703,29.0,11.0
385371,堡林 悼备,2017020704,25.0,8.0
385372,堡林 悼备,2017020705,28.0,15.0
385373,堡林 悼备,2017020706,32.0,12.0
385374,堡林 悼备,2017020707,32.0,15.0
385375,堡林 悼备,2017020708,31.0,14.0
385376,堡林 悼备,2017020709,39.0,18.0
385377,堡林 悼备,2017020710,41.0,19.0
385378,堡林 悼备,2017020711,48.0,22.0
385379,堡林 悼备,2017020712,52.0,23.0
385380,堡林 悼备,2017020713,40.0,16.0
385381,堡林 悼备,2017020714,30.0,12.0
385382,堡林 悼备,2017020715,29.0,10.0
385383,堡林 悼备,2017020716,28.0,8.0
385384,堡林 悼备,2017020717,33.0,13.0
385385,堡林 悼备,2017020718,28.0,11.0
385386,堡林 悼备,2017020719,34.0,13.0
385387,堡林 悼备,2017020720,42.0,21.0
385388,堡林 悼备,2017020721,51.0,23.0
385389,堡林 悼备,2017020722,42.0,21.0
385390,堡林 悼备,2017020723,39.0,21.0
385391,堡林 悼备,2017020724,48.0,18.0
385392,堡林 悼备,2017020801,41.0,21.0
385393,堡林 悼备,2017020802,42.0,22.0
385394,堡林 悼备,2017020803,38.0,23.0
385395,堡林 悼备,2017020804,36.0,19.0
385396,堡林 悼备,2017020805,37.0,15.0
385397,堡林 悼备,2017020806,37.0,18.0
385398,堡林 悼备,2017020807,36.0,16.0
385399,堡林 悼备,2017020808,36.0,17.0
385400,堡林 悼备,2017020809,40.0,20.0
385401,堡林 悼备,2017020810,49.0,20.0
385402,堡林 悼备,2017020811,46.0,25.0
385403,堡林 悼备,2017020812,41.0,18.0
385404,堡林 悼备,2017020813,34.0,19.0
385405,堡林 悼备,2017020814,23.0,5.0
385406,堡林 悼备,2017020815,27.0,6.0
385407,堡林 悼备,2017020816,23.0,6.0
385408,堡林 悼备,2017020817,31.0,5.0
385409,堡林 悼备,2017020818,31.0,3.0
385410,堡林 悼备,2017020819,35.0,3.0
385411,堡林 悼备,2017020820,22.0,4.0
385412,堡林 悼备,2017020821,22.0,3.0
385413,堡林 悼备,2017020822,20.0,2.0
385414,堡林 悼备,2017020823,15.0,2.0
385415,堡林 悼备,2017020824,19.0,3.0
385416,堡林 悼备,2017020901,23.0,5.0
385417,堡林 悼备,2017020902,32.0,7.0
385418,堡林 悼备,2017020903,29.0,5.0
385419,堡林 悼备,2017020904,25.0,10.0
385420,堡林 悼备,2017020905,25.0,7.0
385421,堡林 悼备,2017020906,33.0,11.0
385422,堡林 悼备,2017020907,33.0,10.0
385423,堡林 悼备,2017020908,44.0,6.0
385424,堡林 悼备,2017020909,37.0,12.0
385425,堡林 悼备,2017020910,36.0,9.0
385426,堡林 悼备,2017020911,43.0,10.0
385427,堡林 悼备,2017020912,59.0,8.0
385428,堡林 悼备,2017020913,67.0,7.0
385429,堡林 悼备,2017020914,60.0,6.0
385430,堡林 悼备,2017020915,57.0,8.0
385431,堡林 悼备,2017020916,59.0,11.0
385432,堡林 悼备,2017020917,30.0,7.0
385433,堡林 悼备,2017020918,26.0,3.0
385434,堡林 悼备,2017020919,23.0,2.0
385435,堡林 悼备,2017020920,20.0,1.0
385436,堡林 悼备,2017020921,17.0,1.0
385437,堡林 悼备,2017020922,15.0,2.0
385438,堡林 悼备,2017020923,12.0,1.0
385439,堡林 悼备,2017020924,27.0,2.0
385440,堡林 悼备,2017021001,21.0,3.0
385441,堡林 悼备,2017021002,17.0,1.0
385442,堡林 悼备,2017021003,20.0,2.0
385443,堡林 悼备,2017021004,12.0,2.0
385444,堡林 悼备,2017021005,13.0,2.0
385445,堡林 悼备,2017021006,13.0,2.0
385446,堡林 悼备,2017021007,22.0,5.0
385447,堡林 悼备,2017021008,34.0,11.0
385448,堡林 悼备,2017021009,34.0,11.0
385449,堡林 悼备,2017021010,36.0,11.0
385450,堡林 悼备,2017021011,40.0,12.0
385451,堡林 悼备,2017021012,39.0,12.0
385452,堡林 悼备,2017021013,31.0,14.0
385453,堡林 悼备,2017021014,27.0,10.0
385454,堡林 悼备,2017021015,34.0,8.0
385455,堡林 悼备,2017021016,28.0,9.0
385456,堡林 悼备,2017021017,30.0,10.0
385457,堡林 悼备,2017021018,26.0,9.0
385458,堡林 悼备,2017021019,21.0,11.0
385459,堡林 悼备,2017021020,25.0,9.0
385460,堡林 悼备,2017021021,28.0,9.0
385461,堡林 悼备,2017021022,18.0,9.0
385462,堡林 悼备,2017021023,21.0,7.0
385463,堡林 悼备,2017021024,11.0,3.0
385464,堡林 悼备,2017021101,11.0,1.0
385465,堡林 悼备,2017021102,11.0,4.0
385466,堡林 悼备,2017021103,19.0,4.0
385467,堡林 悼备,2017021104,18.0,8.0
385468,堡林 悼备,2017021105,19.0,6.0
385469,堡林 悼备,2017021106,18.0,6.0
385470,堡林 悼备,2017021107,21.0,8.0
385471,堡林 悼备,2017021108,19.0,7.0
385472,堡林 悼备,2017021109,27.0,15.0
385473,堡林 悼备,2017021110,28.0,11.0
385474,堡林 悼备,2017021111,33.0,14.0
385475,堡林 悼备,2017021112,31.0,13.0
385476,堡林 悼备,2017021113,27.0,10.0
385477,堡林 悼备,2017021114,19.0,6.0
385478,堡林 悼备,2017021115,17.0,4.0
385479,堡林 悼备,2017021116,19.0,8.0
385480,堡林 悼备,2017021117,21.0,6.0
385481,堡林 悼备,2017021118,19.0,4.0
385482,堡林 悼备,2017021119,17.0,5.0
385483,堡林 悼备,2017021120,21.0,8.0
385484,堡林 悼备,2017021121,20.0,5.0
385485,堡林 悼备,2017021122,19.0,3.0
385486,堡林 悼备,2017021123,16.0,3.0
385487,堡林 悼备,2017021124,21.0,3.0
385488,堡林 悼备,2017021201,22.0,3.0
385489,堡林 悼备,2017021202,21.0,5.0
385490,堡林 悼备,2017021203,15.0,4.0
385491,堡林 悼备,2017021204,17.0,3.0
385492,堡林 悼备,2017021205,23.0,3.0
385493,堡林 悼备,2017021206,18.0,2.0
385494,堡林 悼备,2017021207,23.0,2.0
385495,堡林 悼备,2017021208,24.0,2.0
385496,堡林 悼备,2017021209,29.0,9.0
385497,堡林 悼备,2017021210,22.0,8.0
385498,堡林 悼备,2017021211,22.0,6.0
385499,堡林 悼备,2017021212,25.0,9.0
385500,堡林 悼备,2017021213,28.0,6.0
385501,堡林 悼备,2017021214,19.0,5.0
385502,堡林 悼备,2017021215,23.0,3.0
385503,堡林 悼备,2017021216,25.0,3.0
385504,堡林 悼备,2017021217,18.0,3.0
385505,堡林 悼备,2017021218,19.0,2.0
385506,堡林 悼备,2017021219,19.0,2.0
385507,堡林 悼备,2017021220,16.0,1.0
385508,堡林 悼备,2017021221,19.0,3.0
385509,堡林 悼备,2017021222,17.0,1.0
385510,堡林 悼备,2017021223,17.0,3.0
385511,堡林 悼备,2017021224,13.0,1.0
385512,堡林 悼备,2017021301,14.0,2.0
385513,堡林 悼备,2017021302,15.0,4.0
385514,堡林 悼备,2017021303,10.0,3.0
385515,堡林 悼备,2017021304,14.0,5.0
385516,堡林 悼备,2017021305,12.0,8.0
385517,堡林 悼备,2017021306,18.0,6.0
385518,堡林 悼备,2017021307,14.0,7.0
385519,堡林 悼备,2017021308,21.0,6.0
385520,堡林 悼备,2017021309,28.0,16.0
385521,堡林 悼备,2017021310,38.0,28.0
385522,堡林 悼备,2017021311,40.0,24.0
385523,堡林 悼备,2017021312,69.0,43.0
385524,堡林 悼备,2017021313,56.0,29.0
385525,堡林 悼备,2017021314,60.0,39.0
385526,堡林 悼备,2017021315,43.0,14.0
385527,堡林 悼备,2017021316,32.0,16.0
385528,堡林 悼备,2017021317,40.0,14.0
385529,堡林 悼备,2017021318,34.0,11.0
385530,堡林 悼备,2017021319,,
385531,堡林 悼备,2017021320,25.0,10.0
385532,堡林 悼备,2017021321,29.0,9.0
385533,堡林 悼备,2017021322,27.0,10.0
385534,堡林 悼备,2017021323,35.0,20.0
385535,堡林 悼备,2017021324,57.0,34.0
385536,堡林 悼备,2017021401,85.0,51.0
385537,堡林 悼备,2017021402,108.0,73.0
385538,堡林 悼备,2017021403,141.0,104.0
385539,堡林 悼备,2017021404,130.0,88.0
385540,堡林 悼备,2017021405,119.0,89.0
385541,堡林 悼备,2017021406,114.0,81.0
385542,堡林 悼备,2017021407,90.0,66.0
385543,堡林 悼备,2017021408,56.0,39.0
385544,堡林 悼备,2017021409,59.0,42.0
385545,堡林 悼备,2017021410,57.0,35.0
385546,堡林 悼备,2017021411,57.0,29.0
385547,堡林 悼备,2017021412,70.0,34.0
385548,堡林 悼备,2017021413,59.0,37.0
385549,堡林 悼备,2017021414,52.0,28.0
385550,堡林 悼备,2017021415,46.0,25.0
385551,堡林 悼备,2017021416,45.0,19.0
385552,堡林 悼备,2017021417,34.0,18.0
385553,堡林 悼备,2017021418,41.0,15.0
385554,堡林 悼备,2017021419,38.0,15.0
385555,堡林 悼备,2017021420,48.0,24.0
385556,堡林 悼备,2017021421,49.0,26.0
385557,堡林 悼备,2017021422,63.0,40.0
385558,堡林 悼备,2017021423,58.0,38.0
385559,堡林 悼备,2017021424,61.0,36.0
385560,堡林 悼备,2017021501,58.0,40.0
385561,堡林 悼备,2017021502,53.0,34.0
385562,堡林 悼备,2017021503,54.0,37.0
