ÁöÁ¡,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s)
722,2013-01-01,-0.1,0.5,2.2
722,2013-01-02,-3.1,0,2.5
722,2013-01-03,-6.7,0,2.7
722,2013-01-04,-6,0,2.1
722,2013-01-05,-3.1,0,1.9
722,2013-01-06,-1,0,2.2
722,2013-01-07,-1.6,0,1.7
722,2013-01-08,-0.3,0,1.8
722,2013-01-09,-3.4,0,2.6
722,2013-01-10,-3.8,0,2.7
722,2013-01-11,-1.5,0,1.6
722,2013-01-12,1.6,0,1.5
722,2013-01-13,-0.2,0,1.1
722,2013-01-14,0.4,0,2.1
722,2013-01-15,-0.8,0,1.5
722,2013-01-16,0,0,1.8
722,2013-01-17,-2,0,3.2
722,2013-01-18,-1.7,0,1.5
722,2013-01-19,1.5,0,1.4
722,2013-01-20,4.1,0,2.3
722,2013-01-21,7.5,10,2.8
722,2013-01-22,4,0,2.4
722,2013-01-23,2.6,2.5,1.4
722,2013-01-24,1.2,0,2.6
722,2013-01-25,-2.7,0,3.9
722,2013-01-26,-3.4,0,2.8
722,2013-01-27,-2.4,0,2.9
722,2013-01-28,-0.5,0,1.4
722,2013-01-29,3,0,1.6
722,2013-01-30,5.8,0,1.6
722,2013-01-31,9.4,1,2.2
722,2013-02-01,11.2,19,4.4
722,2013-02-02,2.8,0,3.2
722,2013-02-03,0.9,8,1.6
722,2013-02-04,3.5,3.5,1.9
722,2013-02-05,2.1,6,1
722,2013-02-06,1.4,1.5,3.1
722,2013-02-07,-4.8,0,4.6
722,2013-02-08,-6.7,0,2.2
722,2013-02-09,-3.5,0,2
722,2013-02-10,-1.2,0,1.8
722,2013-02-11,-1.2,0,2.1
722,2013-02-12,-1,1,1.9
722,2013-02-13,0.8,0,1.7
722,2013-02-14,2.9,0,1.2
722,2013-02-15,2.1,0,3
722,2013-02-16,0,0,2.1
722,2013-02-17,2.4,5,0.8
722,2013-02-18,3.7,1.5,1.7
722,2013-02-19,0,0,3.1
722,2013-02-20,-0.7,0,2.1
722,2013-02-21,0.9,0,1.9
722,2013-02-22,2.3,0,2.5
722,2013-02-23,0.8,0,2.6
722,2013-02-24,2.1,0,1.5
722,2013-02-25,5.5,0,1.7
722,2013-02-26,7.9,0,1.2
722,2013-02-27,8.5,0,1.9
722,2013-02-28,10.1,0,3.2
722,2013-03-01,4,5.5,4.8
722,2013-03-02,0.4,0,2.6
722,2013-03-03,0.9,0,2.4
722,2013-03-04,3.7,0,2.2
722,2013-03-05,4.2,0,1.9
722,2013-03-06,9,0,2.2
722,2013-03-07,11.1,1.5,3.1
722,2013-03-08,10,0,2.1
722,2013-03-09,15.5,0,2.7
722,2013-03-10,5.6,0,3
722,2013-03-11,6,0,2.1
722,2013-03-12,11.2,0,2.9
722,2013-03-13,6.3,28.5,3.7
722,2013-03-14,4.8,0,1.9
722,2013-03-15,6.2,0,1.8
722,2013-03-16,8.3,0,1.7
722,2013-03-17,9.4,24.5,2.1
722,2013-03-18,10.3,21.5,2.2
722,2013-03-19,12.9,0,2
722,2013-03-20,6.5,0,3.7
722,2013-03-21,3.1,0,2.2
722,2013-03-22,5.9,0,2.1
722,2013-03-23,8.2,0,1.9
722,2013-03-24,6.4,0,2.7
722,2013-03-25,3.4,0,3
722,2013-03-26,6.8,0,1.8
722,2013-03-27,10.3,0,1.8
722,2013-03-28,9.7,0,2.2
722,2013-03-29,7.7,0,2.5
722,2013-03-30,7.8,0.5,1.9
722,2013-03-31,9,2,1.8
722,2013-04-01,11.2,0,2.6
722,2013-04-02,7,0,3.4
722,2013-04-03,10.4,0,2.4
722,2013-04-04,14,0,2.2
722,2013-04-05,14.8,0,2.1
722,2013-04-06,8.4,15.5,3.6
722,2013-04-07,4,0,4.7
722,2013-04-08,7.5,0,1.9
722,2013-04-09,8.7,0,4.2
722,2013-04-10,5.1,0,3.4
722,2013-04-11,7.8,0,3.5
722,2013-04-12,6.6,0,3
722,2013-04-13,11.9,0,3.2
722,2013-04-14,11.3,0,3.8
722,2013-04-15,11.6,0,2.1
722,2013-04-16,19.4,2,4.1
722,2013-04-17,17.9,0,2.9
722,2013-04-18,13,0,2.9
722,2013-04-19,11,0,2.3
722,2013-04-20,7,10.5,1.8
722,2013-04-21,9.2,0,2.4
722,2013-04-22,11.6,0,2.1
722,2013-04-23,12.1,23.5,2.2
722,2013-04-24,12.6,0,2.8
722,2013-04-25,9.6,0,1.9
722,2013-04-26,11.4,0,3.2
722,2013-04-27,12,0,2.3
722,2013-04-28,17,0,3.7
722,2013-04-29,14.5,8.5,3.1
722,2013-04-30,12.6,0,2.3
722,2013-05-01,11.8,0,2.3
722,2013-05-02,13.1,0,2.6
722,2013-05-03,12.5,0,2.5
722,2013-05-04,14.1,0,2.1
722,2013-05-05,15.6,0,2.3
722,2013-05-06,16.4,0,2
722,2013-05-07,17.7,0,2.2
722,2013-05-08,18.9,0,2.1
722,2013-05-09,18,3.5,2.8
722,2013-05-10,15.1,11,2.8
722,2013-05-11,17.8,0,1.9
722,2013-05-12,20.1,0,3.2
722,2013-05-13,20.9,0,2.3
722,2013-05-14,20.7,0,2.3
722,2013-05-15,20.6,0,2
722,2013-05-16,20.7,0,2.1
722,2013-05-17,18.2,0,2.1
722,2013-05-18,18.9,2.5,2.8
722,2013-05-19,17.1,13,2.3
722,2013-05-20,16.8,0,1.8
722,2013-05-21,18.4,0,2.1
722,2013-05-22,21.7,0,2
722,2013-05-23,23.2,0,2
722,2013-05-24,23,0,2.2
722,2013-05-25,23.7,0,2.2
722,2013-05-26,22.2,0,2.5
722,2013-05-27,20.2,56.5,6.5
722,2013-05-28,20.3,5.5,3
722,2013-05-29,17.6,1,1.8
722,2013-05-30,19.6,0,1.6
722,2013-05-31,19.2,0,1.6
722,2013-06-01,19.4,0,1.6
722,2013-06-02,21.1,0,1.9
722,2013-06-03,22.4,0,1.6
722,2013-06-04,23.2,0,1.6
722,2013-06-05,23.7,0,2
722,2013-06-06,24.6,0,1.9
722,2013-06-07,24.3,0,2
722,2013-06-08,23.2,0,2.4
722,2013-06-09,24,0,2.4
722,2013-06-10,23.9,0,1.6
722,2013-06-11,23.2,0,1.5
722,2013-06-12,21,2,1.5
722,2013-06-13,22.7,0,1.3
722,2013-06-14,21.6,4,1
722,2013-06-15,24.4,0,1.6
722,2013-06-16,24,0,2.1
722,2013-06-17,24.3,0,1.7
722,2013-06-18,24.1,28,2.1
722,2013-06-19,24.3,52.5,1.5
722,2013-06-20,25.8,0,1.4
722,2013-06-21,25.7,0,2.1
722,2013-06-22,23.7,4,1.6
722,2013-06-23,21,11.5,1.1
722,2013-06-24,22.5,0,1.5
722,2013-06-25,21.4,6,1.5
722,2013-06-26,23.6,1.5,1.9
722,2013-06-27,23.5,0,1.9
722,2013-06-28,23.7,5.5,1.8
722,2013-06-29,25.3,0,1.8
722,2013-06-30,25.6,0,2.1
722,2013-07-01,26.1,0,2.5
722,2013-07-02,27.3,0,3.8
722,2013-07-03,24.7,19.5,2.5
722,2013-07-04,24.6,97,2.4
722,2013-07-05,23.8,97,2.3
722,2013-07-06,24.9,1,1.4
722,2013-07-07,24.1,79.5,2.2
722,2013-07-08,26.4,1.5,3.8
722,2013-07-09,26.6,0,2.9
722,2013-07-10,27,0,2.8
722,2013-07-11,27.2,0,2.8
722,2013-07-12,26.9,0,2.8
722,2013-07-13,28.3,0,2.8
722,2013-07-14,27.7,1.5,3
722,2013-07-15,27.8,0,3.3
722,2013-07-16,27.9,0,4.1
722,2013-07-17,26.9,0,3
722,2013-07-18,27.1,0,2.5
722,2013-07-19,27.6,0,2.5
722,2013-07-20,27.9,0,3
722,2013-07-21,27.7,0,3.1
722,2013-07-22,27.9,0,2.9
722,2013-07-23,26.2,8,2.8
722,2013-07-24,25.8,11,2.2
722,2013-07-25,26.2,0,1.7
722,2013-07-26,27.3,0,2.2
722,2013-07-27,26.9,0,1.7
722,2013-07-28,28.1,1,2
722,2013-07-29,26.4,17,1.9
722,2013-07-30,28.5,0.5,1.8
722,2013-07-31,27.8,3.5,2.3
722,2013-08-01,29,0,2
722,2013-08-02,28.1,0,2.4
722,2013-08-03,27.3,6.5,2.2
722,2013-08-04,27.9,0,2.1
722,2013-08-05,27.4,15.5,2.1
722,2013-08-06,28.8,0,2.1
722,2013-08-07,29.8,0,1.9
722,2013-08-08,29.7,0,1.9
722,2013-08-09,30,0,2.2
722,2013-08-10,29.8,0,2.1
722,2013-08-11,30,0,1.9
722,2013-08-12,29.2,0,2.1
722,2013-08-13,28.2,0,2.1
722,2013-08-14,28.3,0,2.4
722,2013-08-15,28.8,0,1.9
722,2013-08-16,28.7,0,2.2
722,2013-08-17,28.8,0,2.5
722,2013-08-18,29.6,0,2.2
722,2013-08-19,29.8,0,2
722,2013-08-20,29.7,0,1.9
722,2013-08-21,30.2,0,1.8
722,2013-08-22,29.3,0,1.9
722,2013-08-23,25.9,45,1.7
722,2013-08-24,24.7,79.5,1.7
722,2013-08-25,25.9,0,1.6
722,2013-08-26,25.6,0,2
722,2013-08-27,25.4,0,2.2
722,2013-08-28,26.1,0,2.4
722,2013-08-29,25.2,134.5,3.6
722,2013-08-30,24.6,2,1.5
722,2013-08-31,23.4,0,1.9
722,2013-09-01,23.7,0,1.7
722,2013-09-02,23.2,0,1.8
722,2013-09-03,21.2,0,1.7
722,2013-09-04,21.9,0,1.7
722,2013-09-05,20.4,0,1.4
722,2013-09-06,18.1,12.5,1.3
722,2013-09-07,20.8,1,1
722,2013-09-08,21.8,0,1.7
722,2013-09-09,22.4,0,1.9
722,2013-09-10,23.3,0,1.7
722,2013-09-11,23.3,3.5,1.9
722,2013-09-12,22.1,1.5,1.2
722,2013-09-13,25.6,0,2.7
722,2013-09-14,22.7,64,1.6
722,2013-09-15,24.3,0,1.9
722,2013-09-16,21.5,0,1.9
722,2013-09-17,22,0,1.9
722,2013-09-18,23.9,0,1.9
722,2013-09-19,23.2,0,1.9
722,2013-09-20,23.2,0,1.9
722,2013-09-21,23.8,0,1.7
722,2013-09-22,24.4,0,1.7
722,2013-09-23,23.5,0,1.6
722,2013-09-24,22.9,0.5,1.7
722,2013-09-25,19.2,3,2.2
722,2013-09-26,18.4,0,2
722,2013-09-27,18,0,1.8
722,2013-09-28,20.5,0,2
722,2013-09-29,21.2,5,1.5
722,2013-09-30,22.3,0.5,1.3
722,2013-10-01,22.2,4,1.5
722,2013-10-02,19.2,7,2
722,2013-10-03,17.3,0,1.7
722,2013-10-04,17.1,0,1.7
722,2013-10-05,18.1,0,1.6
722,2013-10-06,21.6,0,1.4
722,2013-10-07,24,0,1.2
722,2013-10-08,21.3,8,1.9
722,2013-10-09,20.1,2.5,1.7
722,2013-10-10,20.2,20.5,0.8
722,2013-10-11,18.6,0,2.9
722,2013-10-12,16.6,0,1.9
722,2013-10-13,16.9,0,1.7
722,2013-10-14,18.4,0,1.3
722,2013-10-15,16.5,0,2.6
722,2013-10-16,12.2,0,1.9
722,2013-10-17,11.9,0,1.7
722,2013-10-18,14.1,0,1.7
722,2013-10-19,15.2,0,1.5
722,2013-10-20,15.8,0,1.8
722,2013-10-21,14.8,0,1.4
722,2013-10-22,15.7,0,1.7
722,2013-10-23,15.9,0,1.8
722,2013-10-24,14.8,0,2.2
722,2013-10-25,11.6,0,2.5
722,2013-10-26,11.2,0,2.2
722,2013-10-27,10.5,0,1.7
722,2013-10-28,10.8,0,2
722,2013-10-29,12.3,0,1.4
722,2013-10-30,12.6,0,1.8
722,2013-10-31,13.2,0,1.5
722,2013-11-01,15.9,0,1.8
722,2013-11-02,16.6,0,1
722,2013-11-03,14.5,0,1.4
722,2013-11-04,12,0,1.8
722,2013-11-05,12.1,0,1.9
722,2013-11-06,14.5,0.5,1.6
722,2013-11-07,12.7,0,2.4
722,2013-11-08,10.7,0,1.5
722,2013-11-09,14.2,22.5,2.2
722,2013-11-10,10.1,0,4.4
722,2013-11-11,6.9,0,3.4
722,2013-11-12,7.1,0,2.2
722,2013-11-13,6.5,0,1.9
722,2013-11-14,6.5,0,1.3
722,2013-11-15,9.6,0.5,1.7
722,2013-11-16,8.2,1,1.9
722,2013-11-17,8,5,3.8
722,2013-11-18,2.3,7.5,2.1
722,2013-11-19,4.7,0,2.6
722,2013-11-20,4.5,0,2.2
722,2013-11-21,4.9,0,2
722,2013-11-22,6,0,1.5
722,2013-11-23,6.7,0,1.6
722,2013-11-24,10.5,24.5,4.3
722,2013-11-25,7.8,10,4.2
722,2013-11-26,4.9,0,2.6
722,2013-11-27,3,5,3.4
722,2013-11-28,-0.8,7.5,1.2
722,2013-11-29,1.8,3,1.7
722,2013-11-30,3,0,1.1
722,2013-12-01,4.4,0,1.8
722,2013-12-02,3.6,0,1.5
722,2013-12-03,5.1,0,1.7
722,2013-12-04,5.5,0,1.8
722,2013-12-05,4.9,0,1.3
722,2013-12-06,5.5,0,1.3
722,2013-12-07,3.2,0,1.8
722,2013-12-08,6.4,0,1.5
722,2013-12-09,8.6,8,3.5
722,2013-12-10,4.5,0,4
722,2013-12-11,2.7,1,3.8
722,2013-12-12,3.4,1,3.3
722,2013-12-13,0.1,0,2.9
722,2013-12-14,1.7,0,2
722,2013-12-15,1.6,0,2
722,2013-12-16,1,0,1
722,2013-12-17,4.1,0,1.1
722,2013-12-18,5.7,0,2.2
722,2013-12-19,0.2,3.5,3.7
722,2013-12-20,0.6,3.5,2.7
722,2013-12-21,0.4,0,1.5
722,2013-12-22,1.2,0,1.7
722,2013-12-23,2.3,0,2.1
722,2013-12-24,1.7,0,1.6
722,2013-12-25,0.2,0,1.3
722,2013-12-26,1.3,0.5,2.1
722,2013-12-27,-0.7,0,4.2
722,2013-12-28,-1.6,0,2.2
722,2013-12-29,-1.7,0,1.4
722,2013-12-30,2.9,0,2
722,2013-12-31,4.8,0,2.4
