,일시,최저기온(°C),최고기온(°C),Unnamed: 0.1,Unnamed: 0.1.1,지역,측정소명,측정일시,미세먼지,초미세먼지,주소
185,2017-07-05,20.2,26.2,2029,392245,광주 동구,서석동,2017062414,25.0,13.0,광주 동구 서남로 1
186,2017-07-06,19.3,21.7,2053,392269,광주 동구,서석동,2017062514,34.0,24.0,광주 동구 서남로 1
187,2017-07-07,20.1,22.9,2077,392293,광주 동구,서석동,2017062614,48.0,38.0,광주 동구 서남로 1
188,2017-07-08,19.4,24.7,2101,392317,광주 동구,서석동,2017062714,33.0,24.0,광주 동구 서남로 1
189,2017-07-09,20.1,25.9,2125,392341,광주 동구,서석동,2017062814,27.0,19.0,광주 동구 서남로 1
190,2017-07-10,20.5,21.9,2149,392365,광주 동구,서석동,2017062914,41.0,30.0,광주 동구 서남로 1
191,2017-07-11,19.4,23.9,2173,392389,광주 동구,서석동,2017063014,7.0,4.0,광주 동구 서남로 1
192,2017-07-12,19.0,27.6,13,395989,광주 동구,서석동,2017070114,20.0,12.0,광주 동구 서남로 1
193,2017-07-13,20.7,27.6,37,396013,광주 동구,서석동,2017070214,3.0,1.0,광주 동구 서남로 1
194,2017-07-14,18.6,26.7,61,396037,광주 동구,서석동,2017070314,13.0,5.0,광주 동구 서남로 1
195,2017-07-15,18.1,21.9,85,396061,광주 동구,서석동,2017070414,3.0,3.0,광주 동구 서남로 1
196,2017-07-16,20.3,26.3,109,396085,광주 동구,서석동,2017070514,27.0,24.0,광주 동구 서남로 1
197,2017-07-17,19.2,23.0,133,396109,광주 동구,서석동,2017070614,12.0,9.0,광주 동구 서남로 1
198,2017-07-18,18.6,22.3,157,396133,광주 동구,서석동,2017070714,4.0,1.0,광주 동구 서남로 1
199,2017-07-19,20.1,26.9,181,396157,광주 동구,서석동,2017070814,1.0,1.0,광주 동구 서남로 1
200,2017-07-20,20.9,27.9,205,396181,광주 동구,서석동,2017070914,6.0,5.0,광주 동구 서남로 1
201,2017-07-21,21.8,29.0,229,396205,광주 동구,서석동,2017071014,17.0,11.0,광주 동구 서남로 1
202,2017-07-22,22.4,27.6,253,396229,광주 동구,서석동,2017071114,31.0,25.0,광주 동구 서남로 1
203,2017-07-23,21.0,25.5,277,396253,광주 동구,서석동,2017071214,36.0,27.0,광주 동구 서남로 1
204,2017-07-24,22.2,26.8,301,396277,광주 동구,서석동,2017071314,22.0,12.0,광주 동구 서남로 1
205,2017-07-25,21.7,27.8,325,396301,광주 동구,서석동,2017071414,11.0,9.0,광주 동구 서남로 1
206,2017-07-26,18.4,25.9,349,396325,광주 동구,서석동,2017071514,3.0,1.0,광주 동구 서남로 1
207,2017-07-27,18.5,27.2,373,396349,광주 동구,서석동,2017071614,2.0,1.0,광주 동구 서남로 1
208,2017-07-28,20.2,26.9,397,396373,광주 동구,서석동,2017071714,10.0,4.0,광주 동구 서남로 1
209,2017-07-29,21.1,25.3,421,396397,광주 동구,서석동,2017071814,6.0,1.0,광주 동구 서남로 1
210,2017-07-30,20.5,25.0,445,396421,광주 동구,서석동,2017071914,31.0,20.0,광주 동구 서남로 1
211,2017-07-31,19.5,23.4,469,396445,광주 동구,서석동,2017072014,43.0,34.0,광주 동구 서남로 1
212,2017-08-01,20.5,27.6,493,396469,광주 동구,서석동,2017072114,26.0,17.0,광주 동구 서남로 1
213,2017-08-02,20.9,25.5,517,396493,광주 동구,서석동,2017072214,14.0,7.0,광주 동구 서남로 1
214,2017-08-03,18.6,26.3,541,396517,광주 동구,서석동,2017072314,24.0,16.0,광주 동구 서남로 1
215,2017-08-04,20.4,27.5,565,396541,광주 동구,서석동,2017072414,40.0,33.0,광주 동구 서남로 1
216,2017-08-05,21.8,29.1,589,396565,광주 동구,서석동,2017072514,20.0,13.0,광주 동구 서남로 1
217,2017-08-06,19.5,29.4,613,396589,광주 동구,서석동,2017072614,2.0,1.0,광주 동구 서남로 1
218,2017-08-07,20.7,28.0,637,396613,광주 동구,서석동,2017072714,14.0,3.0,광주 동구 서남로 1
219,2017-08-08,19.7,26.3,661,396637,광주 동구,서석동,2017072814,30.0,15.0,광주 동구 서남로 1
220,2017-08-09,20.0,25.2,685,396661,광주 동구,서석동,2017072914,20.0,11.0,광주 동구 서남로 1
221,2017-08-10,18.7,26.8,709,396685,광주 동구,서석동,2017073014,30.0,10.0,광주 동구 서남로 1
222,2017-08-11,19.3,27.7,733,396709,광주 동구,서석동,2017073114,40.0,25.0,광주 동구 서남로 1
223,2017-08-12,18.8,24.9,757,396733,광주 동구,서석동,2017080114,12.0,11.0,광주 동구 서남로 1
224,2017-08-13,16.7,19.7,781,396757,광주 동구,서석동,2017080214,48.0,27.0,광주 동구 서남로 1
225,2017-08-14,17.7,21.0,805,396781,광주 동구,서석동,2017080314,18.0,6.0,광주 동구 서남로 1
226,2017-08-15,19.0,21.4,829,396805,광주 동구,서석동,2017080414,17.0,6.0,광주 동구 서남로 1
227,2017-08-16,18.2,23.8,853,396829,광주 동구,서석동,2017080514,6.0,2.0,광주 동구 서남로 1
228,2017-08-17,17.9,24.8,877,396853,광주 동구,서석동,2017080614,4.0,1.0,광주 동구 서남로 1
229,2017-08-18,18.2,23.8,901,396877,광주 동구,서석동,2017080714,19.0,6.0,광주 동구 서남로 1
230,2017-08-19,19.1,22.4,925,396901,광주 동구,서석동,2017080814,,,광주 동구 서남로 1
231,2017-08-20,19.2,22.0,949,396925,광주 동구,서석동,2017080914,11.0,9.0,광주 동구 서남로 1
232,2017-08-21,18.9,23.5,973,396949,광주 동구,서석동,2017081014,41.0,29.0,광주 동구 서남로 1
233,2017-08-22,19.9,25.1,997,396973,광주 동구,서석동,2017081114,33.0,26.0,광주 동구 서남로 1
234,2017-08-23,21.8,26.6,1021,396997,광주 동구,서석동,2017081214,24.0,17.0,광주 동구 서남로 1
235,2017-08-24,22.0,24.8,1045,397021,광주 동구,서석동,2017081314,21.0,12.0,광주 동구 서남로 1
236,2017-08-25,18.1,27.6,1069,397045,광주 동구,서석동,2017081414,10.0,7.0,광주 동구 서남로 1
237,2017-08-26,17.2,22.8,1093,397069,광주 동구,서석동,2017081514,19.0,14.0,광주 동구 서남로 1
238,2017-08-27,15.4,24.6,1117,397093,광주 동구,서석동,2017081614,18.0,9.0,광주 동구 서남로 1
239,2017-08-28,16.8,21.7,1141,397117,광주 동구,서석동,2017081714,12.0,12.0,광주 동구 서남로 1
240,2017-08-29,15.2,21.9,1165,397141,광주 동구,서석동,2017081814,28.0,23.0,광주 동구 서남로 1
241,2017-08-30,14.6,20.5,1189,397165,광주 동구,서석동,2017081914,36.0,30.0,광주 동구 서남로 1
242,2017-08-31,13.5,22.1,1213,397189,광주 동구,서석동,2017082014,17.0,14.0,광주 동구 서남로 1
243,2017-09-01,14.5,23.0,1237,397213,광주 동구,서석동,2017082114,17.0,15.0,광주 동구 서남로 1
244,2017-09-02,13.7,19.7,1261,397237,광주 동구,서석동,2017082214,6.0,,광주 동구 서남로 1
245,2017-09-03,13.4,21.3,1285,397261,광주 동구,서석동,2017082314,9.0,,광주 동구 서남로 1
246,2017-09-04,14.4,19.4,1309,397285,광주 동구,서석동,2017082414,14.0,3.0,광주 동구 서남로 1
247,2017-09-05,15.6,18.1,1333,397309,광주 동구,서석동,2017082514,12.0,11.0,광주 동구 서남로 1
248,2017-09-06,16.5,20.7,1357,397333,광주 동구,서석동,2017082614,20.0,9.0,광주 동구 서남로 1
249,2017-09-07,13.1,20.5,1381,397357,광주 동구,서석동,2017082714,25.0,15.0,광주 동구 서남로 1
250,2017-09-08,14.6,22.2,1405,397381,광주 동구,서석동,2017082814,34.0,22.0,광주 동구 서남로 1
251,2017-09-09,15.8,23.2,1429,397405,광주 동구,서석동,2017082914,27.0,13.0,광주 동구 서남로 1
252,2017-09-10,15.4,23.2,1453,397429,광주 동구,서석동,2017083014,28.0,14.0,광주 동구 서남로 1
253,2017-09-11,14.6,20.3,1477,397453,광주 동구,서석동,2017083114,34.0,24.0,광주 동구 서남로 1
254,2017-09-12,14.4,22.8,1501,397477,광주 동구,서석동,2017090114,33.0,21.0,광주 동구 서남로 1
255,2017-09-13,14.2,21.4,1525,397501,광주 동구,서석동,2017090214,22.0,16.0,광주 동구 서남로 1
256,2017-09-14,12.9,22.0,1549,397525,광주 동구,서석동,2017090314,12.0,10.0,광주 동구 서남로 1
257,2017-09-15,12.4,17.6,1573,397549,광주 동구,서석동,2017090414,15.0,10.0,광주 동구 서남로 1
258,2017-09-16,12.8,18.6,1597,397573,광주 동구,서석동,2017090514,29.0,21.0,광주 동구 서남로 1
259,2017-09-17,14.2,22.2,1621,397597,광주 동구,서석동,2017090614,13.0,9.0,광주 동구 서남로 1
260,2017-09-18,13.4,21.3,1645,397621,광주 동구,서석동,2017090714,36.0,31.0,광주 동구 서남로 1
261,2017-09-19,15.2,21.6,1669,397645,광주 동구,서석동,2017090814,40.0,32.0,광주 동구 서남로 1
262,2017-09-20,11.0,18.1,1693,397669,광주 동구,서석동,2017090914,45.0,40.0,광주 동구 서남로 1
263,2017-09-21,10.2,20.2,1717,397693,광주 동구,서석동,2017091014,38.0,36.0,광주 동구 서남로 1
264,2017-09-22,12.3,21.2,1741,397717,광주 동구,서석동,2017091114,9.0,11.0,광주 동구 서남로 1
265,2017-09-23,12.4,21.7,1765,397741,광주 동구,서석동,2017091214,44.0,39.0,광주 동구 서남로 1
266,2017-09-24,14.8,22.6,1789,397765,광주 동구,서석동,2017091314,34.0,26.0,광주 동구 서남로 1
267,2017-09-25,14.9,23.5,1813,397789,광주 동구,서석동,2017091414,27.0,12.0,광주 동구 서남로 1
268,2017-09-26,14.8,21.8,1837,397813,광주 동구,서석동,2017091514,19.0,10.0,광주 동구 서남로 1
269,2017-09-27,14.5,19.1,1861,397837,광주 동구,서석동,2017091614,17.0,8.0,광주 동구 서남로 1
270,2017-09-28,9.2,19.8,1885,397861,광주 동구,서석동,2017091714,10.0,7.0,광주 동구 서남로 1
271,2017-09-29,7.0,16.0,1909,397885,광주 동구,서석동,2017091814,28.0,14.0,광주 동구 서남로 1
272,2017-09-30,12.7,20.6,1933,397909,광주 동구,서석동,2017091914,,,광주 동구 서남로 1
273,2017-10-01,11.9,16.5,1957,397933,광주 동구,서석동,2017092014,43.0,18.0,광주 동구 서남로 1
274,2017-10-02,15.2,20.5,1981,397957,광주 동구,서석동,2017092114,30.0,18.0,광주 동구 서남로 1
275,2017-10-03,9.5,19.9,2005,397981,광주 동구,서석동,2017092214,27.0,14.0,광주 동구 서남로 1
276,2017-10-04,9.6,18.9,2029,398005,광주 동구,서석동,2017092314,42.0,28.0,광주 동구 서남로 1
277,2017-10-05,9.6,13.7,2053,398029,광주 동구,서석동,2017092414,83.0,49.0,광주 동구 서남로 1
278,2017-10-06,9.5,14.7,2077,398053,광주 동구,서석동,2017092514,63.0,39.0,광주 동구 서남로 1
279,2017-10-07,10.8,18.8,2101,398077,광주 동구,서석동,2017092614,40.0,29.0,광주 동구 서남로 1
280,2017-10-08,13.9,21.2,2125,398101,광주 동구,서석동,2017092714,8.0,5.0,광주 동구 서남로 1
281,2017-10-09,15.0,21.7,2149,398125,광주 동구,서석동,2017092814,40.0,21.0,광주 동구 서남로 1
282,2017-10-10,13.8,23.1,2173,398149,광주 동구,서석동,2017092914,27.0,10.0,광주 동구 서남로 1
283,2017-10-11,9.5,17.5,2197,398173,광주 동구,서석동,2017093014,25.0,9.0,광주 동구 서남로 1
284,2017-10-12,5.3,15.9,13,397453,광주 동구,서석동,2017100114,28.0,18.0,광주 동구 서남로 1
285,2017-10-13,4.9,12.9,37,397477,광주 동구,서석동,2017100214,17.0,14.0,광주 동구 서남로 1
286,2017-10-14,6.9,15.2,61,397501,광주 동구,서석동,2017100314,41.0,17.0,광주 동구 서남로 1
287,2017-10-15,7.0,10.5,85,397525,광주 동구,서석동,2017100414,47.0,29.0,광주 동구 서남로 1
288,2017-10-16,10.3,13.2,109,397549,광주 동구,서석동,2017100514,22.0,10.0,광주 동구 서남로 1
289,2017-10-17,9.5,15.3,133,397573,광주 동구,서석동,2017100614,15.0,14.0,광주 동구 서남로 1
290,2017-10-18,8.6,12.4,157,397597,광주 동구,서석동,2017100714,11.0,9.0,광주 동구 서남로 1
291,2017-10-19,8.6,14.8,181,397621,광주 동구,서석동,2017100814,16.0,9.0,광주 동구 서남로 1
292,2017-10-20,9.4,16.3,205,397645,광주 동구,서석동,2017100914,27.0,24.0,광주 동구 서남로 1
293,2017-10-21,9.6,16.3,229,397669,광주 동구,서석동,2017101014,31.0,18.0,광주 동구 서남로 1
294,2017-10-22,7.8,15.8,253,397693,광주 동구,서석동,2017101114,14.0,10.0,광주 동구 서남로 1
295,2017-10-23,5.4,13.9,277,397717,광주 동구,서석동,2017101214,36.0,20.0,광주 동구 서남로 1
296,2017-10-24,6.8,14.2,301,397741,광주 동구,서석동,2017101314,21.0,12.0,광주 동구 서남로 1
297,2017-10-25,6.3,14.7,325,397765,광주 동구,서석동,2017101414,20.0,10.0,광주 동구 서남로 1
298,2017-10-26,8.3,15.7,349,397789,광주 동구,서석동,2017101514,26.0,15.0,광주 동구 서남로 1
299,2017-10-27,9.2,16.2,373,397813,광주 동구,서석동,2017101614,27.0,12.0,광주 동구 서남로 1
300,2017-10-28,9.8,17.5,397,397837,광주 동구,서석동,2017101714,32.0,20.0,광주 동구 서남로 1
301,2017-10-29,1.9,12.9,421,397861,광주 동구,서석동,2017101814,24.0,16.0,광주 동구 서남로 1
302,2017-10-30,-1.1,6.4,445,397885,광주 동구,서석동,2017101914,29.0,16.0,광주 동구 서남로 1
303,2017-10-31,2.9,12.7,469,397909,광주 동구,서석동,2017102014,19.0,11.0,광주 동구 서남로 1
304,2017-11-01,4.4,13.5,493,397933,광주 동구,서석동,2017102114,25.0,14.0,광주 동구 서남로 1
305,2017-11-02,7.2,11.9,517,397957,광주 동구,서석동,2017102214,22.0,13.0,광주 동구 서남로 1
306,2017-11-03,0.7,13.4,541,397981,광주 동구,서석동,2017102314,27.0,13.0,광주 동구 서남로 1
307,2017-11-04,-0.8,8.0,565,398005,광주 동구,서석동,2017102414,42.0,23.0,광주 동구 서남로 1
308,2017-11-05,2.2,12.0,589,398029,광주 동구,서석동,2017102514,54.0,30.0,광주 동구 서남로 1
309,2017-11-06,5.7,14.2,613,398053,광주 동구,서석동,2017102614,61.0,44.0,광주 동구 서남로 1
310,2017-11-07,8.8,15.2,637,398077,광주 동구,서석동,2017102714,80.0,60.0,광주 동구 서남로 1
311,2017-11-08,2.5,14.5,661,398101,광주 동구,서석동,2017102814,36.0,26.0,광주 동구 서남로 1
312,2017-11-09,2.5,14.2,685,398125,광주 동구,서석동,2017102914,133.0,42.0,광주 동구 서남로 1
313,2017-11-10,1.9,13.7,709,398149,광주 동구,서석동,2017103014,37.0,19.0,광주 동구 서남로 1
314,2017-11-11,-1.3,7.3,733,398173,광주 동구,서석동,2017103114,34.0,19.0,광주 동구 서남로 1
315,2017-11-12,0.7,10.3,757,398197,광주 동구,서석동,2017110114,47.0,28.0,광주 동구 서남로 1
316,2017-11-13,1.8,13.1,781,398221,광주 동구,서석동,2017110214,77.0,52.0,광주 동구 서남로 1
317,2017-11-14,0.4,10.1,805,398245,광주 동구,서석동,2017110314,86.0,64.0,광주 동구 서남로 1
318,2017-11-15,-2.1,5.6,829,398269,광주 동구,서석동,2017110414,69.0,60.0,광주 동구 서남로 1
319,2017-11-16,-3.3,6.8,853,398293,광주 동구,서석동,2017110514,31.0,24.0,광주 동구 서남로 1
320,2017-11-17,3.5,10.6,877,398317,광주 동구,서석동,2017110614,72.0,50.0,광주 동구 서남로 1
321,2017-11-18,-8.2,4.1,901,398341,광주 동구,서석동,2017110714,63.0,37.0,광주 동구 서남로 1
322,2017-11-19,-8.8,1.9,925,398365,광주 동구,서석동,2017110814,185.0,70.0,광주 동구 서남로 1
323,2017-11-20,-4.5,4.7,949,398389,광주 동구,서석동,2017110914,32.0,21.0,광주 동구 서남로 1
324,2017-11-21,-1.9,5.5,973,398413,광주 동구,서석동,2017111014,51.0,29.0,광주 동구 서남로 1
325,2017-11-22,-2.5,4.5,997,398437,광주 동구,서석동,2017111114,90.0,19.0,광주 동구 서남로 1
326,2017-11-23,-4.9,-0.1,1021,398461,광주 동구,서석동,2017111214,41.0,19.0,광주 동구 서남로 1
327,2017-11-24,-4.7,2.2,1045,398485,광주 동구,서석동,2017111314,73.0,44.0,광주 동구 서남로 1
328,2017-11-25,-4.1,7.0,1069,398509,광주 동구,서석동,2017111414,70.0,20.0,광주 동구 서남로 1
329,2017-11-26,-0.5,8.9,1093,398533,광주 동구,서석동,2017111514,,,광주 동구 서남로 1
330,2017-11-27,-2.4,8.8,1117,398557,광주 동구,서석동,2017111614,33.0,,광주 동구 서남로 1
331,2017-11-28,3.8,10.8,1141,398581,광주 동구,서석동,2017111714,46.0,24.0,광주 동구 서남로 1
332,2017-11-29,-0.6,8.2,1165,398605,광주 동구,서석동,2017111814,41.0,17.0,광주 동구 서남로 1
333,2017-11-30,-8.6,1.9,1189,398629,광주 동구,서석동,2017111914,27.0,13.0,광주 동구 서남로 1
334,2017-12-01,-8.4,-1.0,1213,398653,광주 동구,서석동,2017112014,44.0,23.0,광주 동구 서남로 1
335,2017-12-02,-5.0,1.4,1237,398677,광주 동구,서석동,2017112114,48.0,32.0,광주 동구 서남로 1
336,2017-12-03,-1.2,7.3,1261,398701,광주 동구,서석동,2017112214,83.0,59.0,광주 동구 서남로 1
337,2017-12-04,-7.6,2.6,1285,398725,광주 동구,서석동,2017112314,35.0,12.0,광주 동구 서남로 1
338,2017-12-05,-11.9,-2.7,1309,398749,광주 동구,서석동,2017112414,90.0,23.0,광주 동구 서남로 1
339,2017-12-06,-7.0,3.5,1333,398773,광주 동구,서석동,2017112514,45.0,18.0,광주 동구 서남로 1
340,2017-12-07,-6.6,3.1,1357,398797,광주 동구,서석동,2017112614,108.0,56.0,광주 동구 서남로 1
341,2017-12-08,-9.4,-4.6,1381,398821,광주 동구,서석동,2017112714,86.0,59.0,광주 동구 서남로 1
342,2017-12-09,-6.3,0.2,1405,398845,광주 동구,서석동,2017112814,111.0,66.0,광주 동구 서남로 1
343,2017-12-10,-4.0,2.2,1429,398869,광주 동구,서석동,2017112914,94.0,47.0,광주 동구 서남로 1
344,2017-12-11,-10.2,-4.0,1453,398893,광주 동구,서석동,2017113014,27.0,10.0,광주 동구 서남로 1
345,2017-12-12,-12.9,-7.6,1477,398917,광주 동구,서석동,2017120114,25.0,8.0,광주 동구 서남로 1
346,2017-12-13,-11.8,-4.5,1501,398941,광주 동구,서석동,2017120214,79.0,47.0,광주 동구 서남로 1
347,2017-12-14,-5.1,0.3,1525,398965,광주 동구,서석동,2017120314,56.0,37.0,광주 동구 서남로 1
348,2017-12-15,-4.2,-0.2,1549,398989,광주 동구,서석동,2017120414,41.0,23.0,광주 동구 서남로 1
349,2017-12-16,-10.6,-2.0,1573,399013,광주 동구,서석동,2017120514,28.0,11.0,광주 동구 서남로 1
350,2017-12-17,-12.4,-4.4,1597,399037,광주 동구,서석동,2017120614,56.0,28.0,광주 동구 서남로 1
351,2017-12-18,-8.4,1.2,1621,399061,광주 동구,서석동,2017120714,80.0,57.0,광주 동구 서남로 1
352,2017-12-19,-9.9,-2.1,1645,399085,광주 동구,서석동,2017120814,33.0,21.0,광주 동구 서남로 1
353,2017-12-20,-8.5,0.4,1669,399109,광주 동구,서석동,2017120914,67.0,42.0,광주 동구 서남로 1
354,2017-12-21,-7.5,0.8,1693,399133,광주 동구,서석동,2017121014,52.0,43.0,광주 동구 서남로 1
355,2017-12-22,-4.3,3.1,1717,399157,광주 동구,서석동,2017121114,32.0,12.0,광주 동구 서남로 1
356,2017-12-23,-0.2,7.7,1741,399181,광주 동구,서석동,2017121214,31.0,15.0,광주 동구 서남로 1
357,2017-12-24,-3.5,6.1,1765,399205,광주 동구,서석동,2017121314,33.0,21.0,광주 동구 서남로 1
358,2017-12-25,-7.8,-2.5,1789,399229,광주 동구,서석동,2017121414,30.0,14.0,광주 동구 서남로 1
359,2017-12-26,-9.7,-1.8,1813,399253,광주 동구,서석동,2017121514,36.0,18.0,광주 동구 서남로 1
360,2017-12-27,-11.5,-4.9,1837,399277,광주 동구,서석동,2017121614,35.0,21.0,광주 동구 서남로 1
361,2017-12-28,-7.8,-1.8,1861,399301,광주 동구,서석동,2017121714,34.0,18.0,광주 동구 서남로 1
362,2017-12-29,-3.3,1.9,1885,399325,광주 동구,서석동,2017121814,46.0,30.0,광주 동구 서남로 1
363,2017-12-30,-2.9,2.0,1909,399349,광주 동구,서석동,2017121914,50.0,24.0,광주 동구 서남로 1
364,2017-12-31,-6.0,-0.2,1933,399373,광주 동구,서석동,2017122014,29.0,16.0,광주 동구 서남로 1
365,,,,1957,399397,광주 동구,서석동,2017122114,61.0,42.0,광주 동구 서남로 1
366,,,,1981,399421,광주 동구,서석동,2017122214,89.0,62.0,광주 동구 서남로 1
367,,,,2005,399445,광주 동구,서석동,2017122314,112.0,67.0,광주 동구 서남로 1
368,,,,2029,399469,광주 동구,서석동,2017122414,40.0,26.0,광주 동구 서남로 1
369,,,,2053,399493,광주 동구,서석동,2017122514,31.0,13.0,광주 동구 서남로 1
370,,,,2077,399517,광주 동구,서석동,2017122614,36.0,27.0,광주 동구 서남로 1
371,,,,2101,399541,광주 동구,서석동,2017122714,20.0,9.0,광주 동구 서남로 1
372,,,,2125,399565,광주 동구,서석동,2017122814,77.0,58.0,광주 동구 서남로 1
373,,,,2149,399589,광주 동구,서석동,2017122914,135.0,93.0,광주 동구 서남로 1
374,,,,2173,399613,광주 동구,서석동,2017123014,96.0,71.0,광주 동구 서남로 1
375,,,,2175,755146,광주 동구,서석동,2017123114,103.0,22.0,광주 동구 서남로 1
